Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
1271.8699951171875,4286670000,1261.1360107421874,1246.6559997558593,1273.7466204930597,1219.5653790186589,88.9576155353015,1254.692563225086,1240.531304715075,14.161258510010839,13.669338349406816,0.4919201606040229,1.1314828013585325,0.8990863295735706,1.2951891271610068,2.549554568140245,0.75,0.75,0.0,100.0,90.39238529385688,2.9662504333430446,14.22998046875,1257.6400146484375
1270.199951171875,4796420000,1263.4739990234375,1249.0099975585938,1275.6679923008649,1222.3520028163227,81.21275596807396,1257.0783480821221,1242.7417196716146,14.336628410507501,13.802796404518721,0.5338320059887796,-0.13130618315739304,0.5982104008937312,0.979020465524254,2.1073711986050117,0.6666666666666666,0.75,4.557978377838117,88.94008844048861,90.69655885856905,2.1989392424032745,-1.6700439453125,1271.8699951171875
1276.56005859375,4764920000,1266.8300048828125,1251.6505004882813,1278.2353181556007,1225.065682820962,85.15763945028296,1260.0755692507,1245.2602195641953,14.81534968650476,14.005307112983475,0.8100425735212848,0.5007170261664097,0.8616131224383363,1.265599697411116,2.3769249446599665,0.6666666666666666,0.75,0.0,100.0,96.3133628134962,2.624789857539334,6.360107421875,1270.199951171875
1273.8499755859375,4844100000,1270.0239990234375,1253.9289978027343,1279.883943746916,1227.9740518585527,75.9495152800479,1262.194729587925,1247.3884937653118,14.80623582261319,14.16549288785772,0.640742934755469,-0.21229577014949924,0.4613545414777208,0.87210847818854,1.981288798940704,0.5833333333333334,0.7083333333333334,8.300401167985823,85.75141837599159,91.5638356054934,2.1466161332542555,-2.7100830078125,1276.56005859375
1271.5,4963110000,1272.79599609375,1255.8539978027343,1280.9705092906195,1230.737486314849,74.70955340098241,1263.6263215986978,1249.182738915471,14.44358268322685,14.22111085608351,0.22247182714334102,-0.18447820630185066,0.09682987196344171,0.57385986734619,1.634525430281438,0.5,0.6666666666666666,17.16431816017325,73.25556638041718,86.3356615854696,1.3470448543703868,-2.3499755859375,1273.8499755859375
1269.75,4036450000,1272.3719970703125,1257.3214965820312,1282.063059692669,1232.5799334713934,70.8288717283313,1264.5684326209328,1250.7127201012936,13.855712519639155,14.148031179174403,-0.2923186595352476,-0.1376327172630751,-0.19950902779789967,0.363262066144784,1.337263524252653,0.4166666666666667,0.6666666666666666,31.011078561621375,64.006116405257,74.33770038722191,0.8666736420763436,-1.75,1271.5
1274.47998046875,4050750000,1273.2280029296876,1259.0224975585938,1283.559998774199,1234.4849963429888,56.66826764138998,1266.0932952473306,1252.4801896347476,13.613105612583013,14.041046054589275,-0.42794044200626224,0.37251273626698167,0.13802315034903345,0.6197528525043723,1.5434581354300494,0.5,0.6666666666666666,10.510732790525537,89.00595510765002,75.4225459644414,1.4091648163365211,4.72998046875,1269.75
1285.9599609375,4226940000,1275.1079833984375,1261.2409973144531,1287.1282896052212,1235.353705023685,76.820867368561,1269.149720806593,1254.9692111554746,14.180509651118427,14.06893877624506,0.11157087487336703,0.9007580067697647,0.8319257490384316,1.3366155658354346,2.262303045528774,0.5,0.6666666666666666,0.0,100.0,84.33735717096901,2.259961591058933,11.47998046875,1274.47998046875
1283.760009765625,4310840000,1277.089990234375,1263.667498779297,1288.3592671602657,1238.975730398328,64.27430518581622,1271.3974671855983,1257.109057804088,14.288409381510291,14.112832900256565,0.17557648125372616,-0.1710746243041016,0.5648052987820461,0.9957899862077813,1.9159463932453673,0.4166666666666667,0.625,7.740876915675898,86.42839930116271,91.81145146960425,2.0063408160497955,-2.199951171875,1285.9599609375
1293.239990234375,4661590000,1281.43798828125,1266.1859985351562,1292.1865472918437,1240.1854497784686,80.30649352631639,1274.7578675113566,1259.7937814688023,14.9640860425543,14.283083537896006,0.6810025046582933,0.7384542591010257,1.0516116761606245,1.5189026682442894,2.4894106854193656,0.4166666666666667,0.625,0.0,100.0,95.47613310038757,2.6560161424510844,9.47998046875,1283.760009765625
1295.02001953125,5284990000,1286.4919921875,1268.7414978027343,1295.557463954254,1241.9255316512147,87.42851370671971,1277.8751312164927,1262.4106760739626,15.464455142530142,14.519357869014744,0.9450972735153975,0.13764106510133545,0.8816970271443249,1.4122466703228216,2.445909490970315,0.5,0.625,0.0,100.0,95.47613310038757,2.952588045303857,1.780029296875,1293.239990234375
1281.9200439453125,4743710000,1287.9800048828124,1270.4835021972656,1295.8625913699052,1245.104413024626,64.2273475829906,1278.4974270953207,1263.8596820298744,14.637745065446325,14.543035309118137,0.09470975632818757,-1.0115654884377165,-0.2963263567061512,0.22758855667261152,1.2749731878370538,0.5,0.5833333333333334,35.04540897468135,48.1600100477267,82.72000334924223,1.9306024787754765,-13.0999755859375,1295.02001953125
1280.260009765625,4935320000,1286.8400146484375,1271.76650390625,1296.3465048024516,1247.1865030100482,57.27964282859092,1278.7685942546652,1265.0775309411379,13.691063313527366,14.37264090529591,-0.6815775917685443,-0.1294959219592574,-0.49998931906907584,0.04310954441116732,0.9941239895626816,0.4166666666666667,0.5833333333333334,39.486377307595596,41.59082565261917,63.25027856678196,0.6596597671654689,-1.6600341796875,1281.9200439453125
