index,Date,Close,Volume,MA_5,MA_20,BBands_up,BBands_down,RSI,EMA_12,EMA_26,DIF,DEM,OSC,RDP,BIAS_6,BIAS_12,BIAS_24,PSY_12,PSY_24,W%R,%K,%D,PROC,MO,LAG
1,2011-01-03,9025.2998046875,5067400.0,8928.5638671875,8823.338916015626,9004.163381609964,8642.514450421288,87.98817931651507,8881.120639627146,8764.015060308948,117.10557931819858,112.91338816847222,4.192191149726355,0.5884625766230148,1.1518977061863511,1.6267229508290009,2.706650872665253,0.6666666666666666,0.75,0.0,100.0,100.0,2.7680946000838653,52.7998046875,8972.5
2,2011-01-04,8997.1904296875,5270400.0,8953.85,8837.978955078124,9025.540521459669,8650.41738869658,74.61766269964974,8898.97773855045,8781.379962354684,117.59777619576562,113.85026601481165,3.7475101809539666,-0.3114508726391642,0.6396956562821117,1.1400507717081616,2.155680995008707,0.5833333333333334,0.7083333333333334,10.955400436937177,82.8810343699633,94.2936781233211,2.03325090010222,-28.109375,9025.2998046875
3,2011-01-05,8846.3095703125,5796600.0,8949.8419921875,8845.104931640624,9021.709761848733,8668.500101432515,46.429070619881514,8890.874863519195,8786.213442199707,104.661421319488,112.01249669773969,-7.351075378251693,-1.6769775026340146,-1.0028845222296905,-0.6282726495164184,0.3189010750231726,0.5833333333333334,0.6666666666666666,69.75998903850986,0.0,60.960344789987765,0.8848480299234818,-150.880859375,8997.1904296875
4,2011-01-06,8883.2099609375,4362200.0,8944.901953125,8851.5734375,9023.518875222762,8679.627999777236,52.24900152929499,8889.695637896148,8793.43138750904,96.2642503871084,108.86284691733714,-12.598596530228733,0.4171275075974588,-0.6211917283152796,-0.2655063560443683,0.6141324233338245,0.5833333333333334,0.6666666666666666,55.378361713950774,20.615868096854097,34.49896748893912,0.6277893066075405,36.900390625,8846.3095703125
5,2011-01-07,8782.7197265625,4500800.0,8906.9458984375,8854.767919921875,9018.507635756601,8691.028204087148,35.569508826356824,8873.237689163956,8792.634556095767,80.60313306818898,103.21090340348361,-22.60777033529463,-1.1312378612786345,-1.5155169507157902,-1.3219398313601032,-0.5618246413147564,0.5,0.625,100.0,0.0,6.87195603228469,-0.8777224031101905,-100.490234375,8883.2099609375
6,2011-01-10,8817.8798828125,2885200.0,8865.4619140625,8858.832421875,9014.033524112223,8703.631319637778,30.879976814114407,8864.721052682875,8794.51194310395,70.20910957892556,96.61054394347302,-26.401434364547455,0.40033335167990675,-0.8346922171976711,-0.8517141658624156,-0.21716333160207155,0.5,0.625,85.50575277171681,14.494247228283186,11.703371775045753,-0.9101181757735,35.16015625,8782.7197265625
7,2011-01-11,8931.3603515625,3573400.0,8852.2958984375,8868.378955078126,9016.229115569748,8720.528794586504,39.899450210213736,8874.973304345205,8804.685806917127,70.2874974280785,91.34593419685162,-21.05843676877312,1.2869359784679322,0.6186639433229085,0.3581906391780602,0.9586501826572991,0.5833333333333334,0.6666666666666666,38.72513103759229,61.274868962407716,25.25637206356362,0.792912226301626,113.48046875,8817.8798828125
8,2011-01-12,8965.0,3922200.0,8876.033984375,8878.79345703125,9022.818204428446,8734.768709634054,46.579501706980466,8888.823624468187,8816.600995288198,72.22262917998887,87.5212729356974,-15.298643755708525,0.3766464134616951,1.0587221119803893,0.6676655583455865,1.2382208371011543,0.5833333333333334,0.6666666666666666,24.85769035676041,75.14230964323959,50.30380861131015,0.8174527563703056,33.6396484375,8931.3603515625
9,2011-01-13,8975.580078125,3951000.0,8894.5080078125,8888.462451171876,9031.141671956693,8745.783230387058,69.57155572377779,8902.170819500509,8828.414000853722,73.756818646787,84.76838192947973,-11.011563282692734,0.11801537228109313,0.9328525393233157,0.6877090409966066,1.235397681355235,0.6666666666666666,0.7083333333333334,20.496211785734413,79.50378821426558,71.97365560663762,1.181638498499173,10.580078125,8965.0
10,2011-01-14,8972.509765625,2756200.0,8932.466015625,8896.192919921876,9039.527055823117,8752.858784020635,65.06300756090731,8912.992228973506,8839.118619064384,73.87360990912202,82.58942743141701,-8.715817522294984,-0.0342073991126531,0.7297379092877064,0.5534754065919905,1.0886882834948723,0.6666666666666666,0.6666666666666666,21.761902078083107,88.49229116010527,81.0461296725368,1.1973378101146561,-3.0703125,8975.580078125
11,2011-01-17,8925.08984375,3579600.0,8953.9080078125,8904.01142578125,9034.557034224525,8773.465817337974,79.25205966507619,8914.853405301346,8845.503901121083,69.34950418026347,79.9414426898077,-10.591938509544235,-0.5285023155580467,-0.06882372659249535,0.006002831114981108,0.4673407822550007,0.5833333333333334,0.625,41.31005386430061,73.82031404280744,80.60546447239277,0.1928587872874574,-47.419921875,8972.509765625
12,2011-01-18,8988.0,3723200.0,8965.2359375,8912.021923828124,9042.536097024962,8781.507750631286,81.37582986019805,8926.106752241798,8856.08531886316,70.02143337863708,77.95744077280126,-7.936007394164179,0.7048686047015458,0.31709032967959516,0.6963397866753138,1.065865174001244,0.5833333333333334,0.625,15.376285215094887,100.0,87.43753506763757,0.17275006965728615,62.91015625,8925.08984375
13,2011-01-19,9086.01953125,3935000.0,8989.43984375,8923.298388671876,9072.674451615921,8773.92232572783,80.24945086429184,8950.708763895913,8873.156547768282,77.55221612763125,77.87639584197733,-0.32417971434607296,1.090559982754784,1.1201879676612434,1.7368201352669788,2.0228235353749966,0.5833333333333334,0.625,0.0,100.0,91.27343801426916,0.6727724050891228,98.01953125,8988.0
14,2011-01-20,9022.169921875,3066400.0,8998.7578125,8929.46337890625,9084.658628695584,8774.268129116916,60.0,8961.7028054629,8884.218013030391,77.4847924325095,77.79807515869994,-0.31328272619045094,-0.7027236641457665,0.30322828158057874,0.9983506295596496,1.2091606556497962,0.5833333333333334,0.5833333333333334,21.051648694857025,76.18792679595738,92.06264226531914,0.27763658425053045,-63.849609375,9086.01953125
15,2011-01-21,8954.3798828125,3170400.0,8995.1318359375,8934.127392578124,9086.248260801794,8782.006524354454,46.91012915144908,8960.57620048141,8889.425404926995,71.1507955544148,76.46861921905135,-5.317823664636549,-0.7513717836120269,-0.41130153770821565,0.13852210608752044,0.3616104473090627,0.5833333333333334,0.5833333333333334,43.4024837480963,18.200519442691395,64.79614874621628,1.2216428968603499,-67.7900390625,9022.169921875
16,2011-01-24,8947.7900390625,2580000.0,8999.671875,8936.901416015626,9087.83021528874,8785.97261674251,46.43375401877164,8958.609096513228,8893.756579038623,64.85251747460461,74.14539884389144,-9.292881369286832,-0.07359352446782928,-0.43897226124158306,0.004639578049256212,0.23158050794343008,0.5,0.5416666666666666,45.57519986863246,14.105660468954802,36.16470223586788,0.7269903380532555,-6.58984375,8954.3798828125
17,2011-01-25,8991.3896484375,2925600.0,9000.3498046875,8942.93291015625,9092.366442475939,8793.499377836562,59.67149593287463,8963.652263145044,8901.000843170243,62.651419974801684,71.846603049278,-9.195183074476319,0.4872667908462471,-0.07670184351944849,0.29700245792853175,0.6584770597864681,0.5833333333333334,0.5416666666666666,31.20011333670338,41.19799504830331,24.50139165331652,2.3759146183829327,43.599609375,8947.7900390625
